candidate,round,predicted_cycles,time_ms,schedule
5,2,1.12646e+07,0.122118,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,3,1.12646e+07,0.051325,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,4,1.12646e+07,0.052627,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,5,1.12646e+07,0.155213,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,6,1.12646e+07,0.087723,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,7,1.12646e+07,0.054818,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,8,1.12646e+07,0.215982,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,9,1.12646e+07,0.1119,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,10,1.12646e+07,0.184037,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,11,1.12646e+07,0.128711,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,12,1.12646e+07,0.119542,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,13,1.12646e+07,0.138599,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,14,1.12646e+07,3.15192,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,15,1.12646e+07,0.05298,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,16,1.12646e+07,0.185417,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,17,1.12646e+07,0.264709,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,18,1.12646e+07,0.123758,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,19,1.12646e+07,0.052695,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,0,1.12646e+07,0.109509,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,1,1.12646e+07,0.059278,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,2,1.12646e+07,0.058019,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,3,1.12646e+07,0.063437,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,4,1.12646e+07,0.056934,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,5,1.12646e+07,0.121826,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,6,1.12646e+07,0.140071,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,7,1.12646e+07,0.062047,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,8,1.12646e+07,0.169641,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,9,1.12646e+07,0.09306,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,10,1.12646e+07,0.138163,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,11,1.12646e+07,0.130913,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,12,1.12646e+07,0.148463,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,13,1.12646e+07,0.129882,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,14,1.12646e+07,0.060365,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,15,1.12646e+07,0.136284,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,16,1.12646e+07,0.058287,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,17,1.12646e+07,0.550328,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,18,1.12646e+07,0.078893,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
6,19,1.12646e+07,0.060019,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,0,1.12646e+07,0.125521,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,1,1.12646e+07,0.092966,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,2,1.12646e+07,0.060102,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,3,1.12646e+07,0.062224,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,4,1.12646e+07,0.057953,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,5,1.12646e+07,0.062925,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,6,1.12646e+07,0.115657,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,7,1.12646e+07,0.127448,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,8,1.12646e+07,0.214762,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,9,1.12646e+07,0.183457,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,10,1.12646e+07,0.059207,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,11,1.12646e+07,0.059557,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,12,1.12646e+07,0.183796,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,13,1.12646e+07,0.119016,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,14,1.12646e+07,0.056983,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,15,1.12646e+07,0.172775,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
7,16,1.12646e+07,0.214065,"order=ikj;outer=64,128,32;tile=16,64,16;micro=8,8;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
